user_id,content_id,view_date,minutes_watched,device_type,was_completed
385,83,2024-10-28,21,Smart TV,0
161,117,2024-10-28,76,Mobile,0
161,130,2024-10-28,60,Mobile,0
293,13,2024-10-28,39,Tablet,0
293,174,2024-10-28,62,Tablet,0
293,30,2024-10-28,76,Mobile,0
293,153,2024-10-28,38,Smart TV,0
293,112,2024-10-28,60,Smart TV,0
333,195,2024-10-28,81,Mobile,0
333,147,2024-10-28,55,Web,0
333,138,2024-10-28,109,Tablet,1
333,94,2024-10-28,107,Smart TV,1
333,69,2024-10-28,16,Mobile,0
169,162,2024-10-28,98,Mobile,1
784,43,2024-10-28,70,Smart TV,0
605,182,2024-10-28,96,Smart TV,1
605,125,2024-10-28,105,Mobile,1
567,38,2024-10-28,104,Tablet,1
567,119,2024-10-28,114,Mobile,1
567,189,2024-10-28,47,Web,0
218,66,2024-10-28,44,Smart TV,0
218,158,2024-10-28,44,Web,0
218,181,2024-10-28,15,Smart TV,0
218,43,2024-10-28,99,Smart TV,1
610,16,2024-10-28,8,Web,0
520,136,2024-10-28,61,Mobile,0
520,84,2024-10-28,18,Tablet,0
520,86,2024-10-28,95,Tablet,0
467,144,2024-10-28,6,Tablet,0
33,113,2024-10-28,69,Web,0
33,51,2024-10-28,7,Smart TV,0
570,174,2024-10-28,33,Web,0
570,68,2024-10-28,13,Tablet,0
570,104,2024-10-28,11,Mobile,0
570,165,2024-10-28,61,Mobile,0
570,164,2024-10-28,101,Smart TV,1
39,13,2024-10-28,107,Web,1
39,1,2024-10-28,9,Tablet,0
39,45,2024-10-28,7,Web,0
39,37,2024-10-28,80,Web,0
713,62,2024-10-28,99,Web,1
713,6,2024-10-28,50,Smart TV,0
561,84,2024-10-28,27,Web,0
561,105,2024-10-28,101,Tablet,1
561,16,2024-10-28,21,Tablet,0
41,102,2024-10-28,1,Tablet,0
41,58,2024-10-28,97,Web,1
585,23,2024-10-28,19,Smart TV,0
585,92,2024-10-28,29,Tablet,0
585,178,2024-10-28,34,Web,0
697,127,2024-10-28,89,Mobile,0
697,51,2024-10-28,2,Smart TV,0
697,20,2024-10-28,87,Web,0
697,137,2024-10-28,33,Smart TV,0
818,177,2024-10-28,35,Web,0
818,147,2024-10-28,33,Web,0
702,46,2024-10-28,32,Mobile,0
702,117,2024-10-28,15,Mobile,0
702,33,2024-10-28,116,Smart TV,1
702,55,2024-10-28,10,Tablet,0
702,101,2024-10-28,96,Tablet,1
928,151,2024-10-28,53,Web,0
928,22,2024-10-28,55,Smart TV,0
928,27,2024-10-28,97,Tablet,1
928,30,2024-10-28,90,Mobile,0
928,148,2024-10-28,24,Tablet,0
894,157,2024-10-28,42,Mobile,0
894,39,2024-10-28,101,Mobile,1
894,20,2024-10-28,26,Web,0
894,135,2024-10-28,9,Mobile,0
88,38,2024-10-28,96,Web,1
448,47,2024-10-28,41,Web,0
448,161,2024-10-28,65,Web,0
448,6,2024-10-28,2,Tablet,0
448,141,2024-10-28,43,Web,0
556,92,2024-10-28,63,Mobile,0
874,140,2024-10-28,112,Web,1
874,180,2024-10-28,109,Tablet,1
874,15,2024-10-28,53,Web,0
874,132,2024-10-28,13,Mobile,0
883,59,2024-10-28,75,Tablet,0
883,115,2024-10-28,67,Tablet,0
883,49,2024-10-28,27,Web,0
883,29,2024-10-28,41,Mobile,0
883,166,2024-10-28,20,Smart TV,0
675,27,2024-10-28,65,Mobile,0
675,122,2024-10-28,93,Smart TV,0
226,33,2024-10-28,108,Smart TV,1
226,10,2024-10-28,100,Smart TV,1
226,68,2024-10-28,31,Smart TV,0
226,10,2024-10-28,26,Tablet,0
779,105,2024-10-28,109,Mobile,1
635,11,2024-10-28,55,Mobile,0
65,184,2024-10-28,77,Tablet,0
65,80,2024-10-28,98,Smart TV,1
65,118,2024-10-28,69,Mobile,0
589,128,2024-10-28,91,Mobile,0
707,165,2024-10-28,29,Tablet,0
707,119,2024-10-28,64,Smart TV,0
707,25,2024-10-28,49,Tablet,0
707,193,2024-10-28,70,Mobile,0
707,187,2024-10-28,43,Tablet,0
701,79,2024-10-28,64,Smart TV,0
701,113,2024-10-28,111,Mobile,1
701,143,2024-10-28,61,Smart TV,0
701,142,2024-10-28,37,Tablet,0
661,27,2024-10-28,4,Web,0
282,3,2024-10-28,106,Web,1
282,99,2024-10-28,59,Tablet,0
282,153,2024-10-28,40,Web,0
282,190,2024-10-28,81,Smart TV,0
282,172,2024-10-28,102,Smart TV,1
166,23,2024-10-28,15,Mobile,0
979,187,2024-10-28,81,Tablet,0
979,102,2024-10-28,112,Smart TV,1
979,6,2024-10-28,94,Mobile,0
979,149,2024-10-28,43,Web,0
979,54,2024-10-28,21,Mobile,0
322,85,2024-10-28,69,Smart TV,0
322,82,2024-10-28,110,Tablet,1
145,37,2024-10-28,50,Mobile,0
145,189,2024-10-28,10,Mobile,0
145,116,2024-10-28,38,Web,0
145,1,2024-10-28,90,Tablet,0
115,65,2024-10-28,101,Mobile,1
955,58,2024-10-28,68,Web,0
955,54,2024-10-28,119,Web,1
955,21,2024-10-28,27,Tablet,0
955,101,2024-10-28,97,Mobile,1
955,78,2024-10-28,108,Web,1
312,18,2024-10-28,68,Tablet,0
312,190,2024-10-28,75,Smart TV,0
312,128,2024-10-28,27,Mobile,0
872,92,2024-10-28,103,Mobile,1
872,104,2024-10-28,102,Tablet,1
185,190,2024-10-28,35,Web,0
185,137,2024-10-28,43,Smart TV,0
185,136,2024-10-28,63,Smart TV,0
185,145,2024-10-28,101,Web,1
185,66,2024-10-28,82,Smart TV,0
503,61,2024-10-28,99,Mobile,1
503,67,2024-10-28,33,Tablet,0
503,140,2024-10-28,27,Tablet,0
503,168,2024-10-28,116,Web,1
307,5,2024-10-28,81,Mobile,0
307,176,2024-10-28,64,Tablet,0
307,155,2024-10-28,61,Mobile,0
307,102,2024-10-28,78,Tablet,0
205,92,2024-10-28,108,Smart TV,1
205,129,2024-10-28,50,Mobile,0
205,93,2024-10-28,43,Web,0
205,45,2024-10-28,111,Tablet,1
205,125,2024-10-28,109,Web,1
6,86,2024-10-28,67,Smart TV,0
566,94,2024-10-28,100,Mobile,1
566,91,2024-10-28,1,Web,0
566,151,2024-10-28,116,Tablet,1
566,141,2024-10-28,108,Smart TV,1
566,73,2024-10-28,8,Smart TV,0
147,42,2024-10-28,4,Smart TV,0
124,169,2024-10-28,43,Tablet,0
124,129,2024-10-28,73,Tablet,0
901,65,2024-10-28,76,Mobile,0
998,148,2024-10-28,99,Web,1
998,179,2024-10-28,76,Mobile,0
514,62,2024-10-28,12,Smart TV,0
612,14,2024-10-28,37,Tablet,0
612,2,2024-10-28,53,Tablet,0
612,184,2024-10-28,53,Web,0
72,3,2024-10-28,9,Mobile,0
72,8,2024-10-28,46,Tablet,0
72,161,2024-10-28,107,Web,1
72,93,2024-10-28,24,Smart TV,0
458,75,2024-10-28,66,Smart TV,0
458,93,2024-10-28,30,Tablet,0
458,156,2024-10-28,95,Web,0
609,164,2024-10-28,24,Web,0
609,187,2024-10-28,31,Tablet,0
177,52,2024-10-28,109,Mobile,1
177,100,2024-10-28,59,Mobile,0
614,181,2024-10-28,111,Smart TV,1
614,189,2024-10-28,66,Smart TV,0
788,85,2024-10-28,104,Mobile,1
788,78,2024-10-28,108,Tablet,1
788,112,2024-10-28,93,Web,0
788,156,2024-10-28,19,Mobile,0
788,72,2024-10-28,106,Smart TV,1
239,48,2024-10-28,49,Mobile,0
239,123,2024-10-28,11,Tablet,0
763,67,2024-10-28,55,Smart TV,0
763,113,2024-10-28,103,Web,1
763,128,2024-10-28,33,Web,0
839,137,2024-10-28,35,Mobile,0
839,27,2024-10-28,23,Smart TV,0
839,17,2024-10-28,91,Tablet,0
770,138,2024-10-28,16,Smart TV,0
770,29,2024-10-28,111,Smart TV,1
537,167,2024-10-28,20,Web,0
637,190,2024-10-28,61,Mobile,0
637,177,2024-10-28,92,Mobile,0
637,56,2024-10-28,60,Web,0
637,197,2024-10-28,115,Smart TV,1
389,59,2024-10-28,20,Smart TV,0
320,31,2024-10-28,77,Mobile,0
101,148,2024-10-28,88,Tablet,0
757,137,2024-10-28,60,Mobile,0
644,157,2024-10-28,87,Mobile,0
649,162,2024-10-28,61,Tablet,0
649,92,2024-10-28,64,Mobile,0
649,73,2024-10-28,103,Mobile,1
649,133,2024-10-28,40,Web,0
649,114,2024-10-28,111,Tablet,1
30,106,2024-10-28,20,Web,0
681,96,2024-10-28,55,Smart TV,0
681,140,2024-10-28,61,Tablet,0
681,169,2024-10-28,106,Web,1
899,163,2024-10-28,100,Tablet,1
899,12,2024-10-28,56,Smart TV,0
899,10,2024-10-28,69,Smart TV,0
899,72,2024-10-28,93,Mobile,0
718,107,2024-10-28,41,Smart TV,0
718,81,2024-10-28,46,Mobile,0
289,14,2024-10-28,91,Tablet,0
289,93,2024-10-28,98,Mobile,1
200,144,2024-10-28,108,Smart TV,1
200,83,2024-10-28,22,Smart TV,0
200,91,2024-10-28,82,Tablet,0
200,74,2024-10-28,54,Mobile,0
200,106,2024-10-28,29,Web,0
861,101,2024-10-28,92,Tablet,0
861,23,2024-10-28,19,Smart TV,0
720,108,2024-10-28,89,Smart TV,0
720,169,2024-10-28,110,Mobile,1
168,142,2024-10-28,116,Web,1
168,126,2024-10-28,15,Tablet,0
168,3,2024-10-28,77,Tablet,0
168,73,2024-10-28,99,Web,1
168,190,2024-10-28,15,Smart TV,0
211,177,2024-10-28,11,Web,0
211,65,2024-10-28,113,Mobile,1
105,67,2024-10-28,116,Mobile,1
105,5,2024-10-28,40,Mobile,0
682,115,2024-10-28,21,Tablet,0
682,68,2024-10-28,20,Tablet,0
900,68,2024-10-28,26,Mobile,0
900,9,2024-10-28,42,Smart TV,0
900,27,2024-10-28,82,Web,0
900,196,2024-10-28,22,Smart TV,0
900,46,2024-10-28,77,Web,0
451,93,2024-10-28,11,Smart TV,0
451,188,2024-10-28,53,Tablet,0
451,141,2024-10-28,118,Mobile,1
966,38,2024-10-28,96,Web,1
966,38,2024-10-28,117,Tablet,1
966,135,2024-10-28,76,Mobile,0
798,21,2024-10-28,101,Smart TV,1
798,41,2024-10-28,120,Smart TV,1
798,147,2024-10-28,118,Tablet,1
798,187,2024-10-28,16,Tablet,0
339,123,2024-10-28,18,Tablet,0
339,182,2024-10-28,119,Tablet,1
790,22,2024-10-28,92,Tablet,0
790,135,2024-10-28,34,Web,0
790,121,2024-10-28,66,Tablet,0
83,10,2024-10-28,55,Web,0
83,136,2024-10-28,93,Smart TV,0
771,45,2024-10-28,78,Mobile,0
363,87,2024-10-28,90,Mobile,0
363,148,2024-10-28,90,Mobile,0
908,111,2024-10-28,113,Web,1
908,55,2024-10-28,98,Tablet,1
908,92,2024-10-28,103,Tablet,1
760,68,2024-10-28,45,Mobile,0
760,6,2024-10-28,9,Smart TV,0
369,80,2024-10-28,100,Web,1
369,178,2024-10-28,91,Smart TV,0
369,69,2024-10-28,8,Mobile,0
444,7,2024-10-28,6,Mobile,0
444,14,2024-10-28,69,Web,0
444,67,2024-10-28,59,Mobile,0
444,94,2024-10-28,29,Web,0
444,103,2024-10-28,107,Mobile,1
836,194,2024-10-28,45,Smart TV,0
480,106,2024-10-28,69,Tablet,0
480,1,2024-10-28,59,Mobile,0
480,71,2024-10-28,78,Smart TV,0
480,55,2024-10-28,52,Smart TV,0
924,184,2024-10-28,49,Smart TV,0
685,73,2024-10-28,60,Tablet,0
685,21,2024-10-28,104,Smart TV,1
685,145,2024-10-28,113,Tablet,1
178,98,2024-10-28,81,Tablet,0
178,180,2024-10-28,28,Tablet,0
15,145,2024-10-28,109,Mobile,1
15,5,2024-10-28,52,Tablet,0
15,188,2024-10-28,47,Mobile,0
15,177,2024-10-28,42,Web,0
77,77,2024-10-28,97,Smart TV,1
77,47,2024-10-28,62,Mobile,0
77,168,2024-10-28,46,Mobile,0
107,77,2024-10-28,58,Mobile,0
107,172,2024-10-28,88,Tablet,0
107,69,2024-10-28,61,Tablet,0
749,157,2024-10-28,77,Tablet,0
749,28,2024-10-28,19,Mobile,0
749,3,2024-10-28,70,Smart TV,0
749,124,2024-10-28,109,Smart TV,1
487,69,2024-10-28,17,Tablet,0
487,40,2024-10-28,48,Smart TV,0
487,19,2024-10-28,86,Smart TV,0
487,120,2024-10-28,37,Smart TV,0
888,15,2024-10-28,23,Tablet,0
888,87,2024-10-28,20,Web,0
888,106,2024-10-28,83,Mobile,0
811,114,2024-10-28,87,Smart TV,0
811,168,2024-10-28,117,Mobile,1
811,31,2024-10-28,55,Web,0
811,193,2024-10-28,15,Smart TV,0
811,152,2024-10-28,48,Smart TV,0
947,47,2024-10-28,79,Web,0
947,172,2024-10-28,53,Mobile,0
947,124,2024-10-28,36,Mobile,0
947,36,2024-10-28,102,Tablet,1
947,131,2024-10-28,64,Mobile,0
842,3,2024-10-28,24,Web,0
667,165,2024-10-28,59,Mobile,0
667,17,2024-10-28,44,Web,0
667,144,2024-10-28,33,Web,0
667,101,2024-10-28,57,Mobile,0
667,10,2024-10-28,91,Mobile,0
133,64,2024-10-28,55,Mobile,0
133,59,2024-10-28,85,Mobile,0
355,179,2024-10-28,52,Web,0
355,142,2024-10-28,101,Web,1
355,174,2024-10-28,37,Web,0
355,26,2024-10-28,26,Tablet,0
890,189,2024-10-28,97,Tablet,1
890,1,2024-10-28,93,Mobile,0
591,150,2024-10-28,70,Mobile,0
591,74,2024-10-28,71,Tablet,0
591,39,2024-10-28,8,Smart TV,0
734,78,2024-10-28,8,Web,0
734,72,2024-10-28,105,Tablet,1
734,135,2024-10-28,71,Tablet,0
734,101,2024-10-28,28,Mobile,0
187,28,2024-10-28,49,Tablet,0
187,123,2024-10-28,63,Web,0
187,115,2024-10-28,18,Mobile,0
187,93,2024-10-28,45,Web,0
313,117,2024-10-28,81,Smart TV,0
313,173,2024-10-28,46,Tablet,0
957,6,2024-10-28,101,Mobile,1
750,168,2024-10-28,104,Tablet,1
750,114,2024-10-28,93,Tablet,0
750,176,2024-10-28,116,Tablet,1
750,53,2024-10-28,54,Web,0
719,12,2024-10-28,116,Smart TV,1
719,74,2024-10-28,32,Web,0
326,181,2024-10-28,59,Tablet,0
326,105,2024-10-28,63,Smart TV,0
326,5,2024-10-28,77,Web,0
326,157,2024-10-28,10,Mobile,0
963,71,2024-10-28,64,Mobile,0
963,94,2024-10-28,93,Mobile,0
963,87,2024-10-28,11,Web,0
963,105,2024-10-28,111,Tablet,1
963,94,2024-10-28,19,Mobile,0
471,171,2024-10-28,59,Tablet,0
471,54,2024-10-28,106,Mobile,1
471,95,2024-10-28,117,Web,1
373,132,2024-10-28,78,Smart TV,0
373,180,2024-10-28,86,Tablet,0
519,32,2024-10-28,32,Mobile,0
519,74,2024-10-28,113,Tablet,1
519,180,2024-10-28,120,Mobile,1
519,126,2024-10-28,86,Tablet,0
192,36,2024-10-28,1,Tablet,0
192,42,2024-10-28,97,Mobile,1
192,196,2024-10-28,24,Smart TV,0
192,4,2024-10-28,41,Mobile,0
709,52,2024-10-28,22,Smart TV,0
709,171,2024-10-28,12,Tablet,0
553,134,2024-10-28,75,Mobile,0
553,184,2024-10-28,41,Web,0
553,115,2024-10-28,8,Mobile,0
553,34,2024-10-28,70,Smart TV,0
553,16,2024-10-28,56,Mobile,0
513,190,2024-10-28,108,Mobile,1
513,137,2024-10-28,53,Tablet,0
513,18,2024-10-28,101,Smart TV,1
513,135,2024-10-28,36,Web,0
513,179,2024-10-28,83,Tablet,0
127,98,2024-10-28,114,Mobile,1
870,192,2024-10-28,71,Mobile,0
776,76,2024-10-28,109,Smart TV,1
776,196,2024-10-28,43,Tablet,0
776,45,2024-10-28,44,Web,0
457,31,2024-10-28,119,Web,1
457,96,2024-10-28,93,Web,0
891,162,2024-10-28,63,Mobile,0
891,170,2024-10-28,96,Web,1
891,22,2024-10-28,119,Mobile,1
891,125,2024-10-28,83,Tablet,0
691,124,2024-10-28,34,Web,0
691,158,2024-10-28,3,Web,0
691,176,2024-10-28,104,Web,1
691,97,2024-10-28,53,Web,0
691,117,2024-10-28,64,Web,0
623,198,2024-10-28,113,Web,1
623,144,2024-10-28,90,Tablet,0
623,39,2024-10-28,19,Smart TV,0
568,15,2024-10-28,116,Tablet,1
568,101,2024-10-28,13,Tablet,0
568,173,2024-10-28,25,Mobile,0
568,199,2024-10-28,3,Web,0
213,93,2024-10-28,98,Mobile,1
213,125,2024-10-28,63,Smart TV,0
213,99,2024-10-28,53,Smart TV,0
408,14,2024-10-28,104,Mobile,1
408,58,2024-10-28,41,Smart TV,0
648,27,2024-10-28,112,Smart TV,1
648,179,2024-10-28,77,Tablet,0
648,14,2024-10-28,59,Mobile,0
865,29,2024-10-28,86,Tablet,0
865,54,2024-10-28,114,Mobile,1
865,108,2024-10-28,32,Smart TV,0
70,52,2024-10-28,38,Smart TV,0
70,22,2024-10-28,10,Mobile,0
745,123,2024-10-28,54,Mobile,0
745,119,2024-10-28,94,Web,0
745,42,2024-10-28,90,Web,0
745,56,2024-10-28,33,Tablet,0
118,96,2024-10-28,61,Web,0
118,15,2024-10-28,114,Tablet,1
118,20,2024-10-28,70,Web,0
281,15,2024-10-28,6,Mobile,0
281,28,2024-10-28,51,Smart TV,0
171,197,2024-10-28,32,Tablet,0
171,168,2024-10-28,67,Mobile,0
558,8,2024-10-28,79,Web,0
558,69,2024-10-28,85,Web,0
558,56,2024-10-28,60,Smart TV,0
558,64,2024-10-28,45,Web,0
673,184,2024-10-28,105,Smart TV,1
673,107,2024-10-28,68,Web,0
673,82,2024-10-28,44,Tablet,0
673,54,2024-10-28,59,Web,0
673,136,2024-10-28,15,Smart TV,0
856,136,2024-10-28,109,Mobile,1
816,57,2024-10-28,60,Tablet,0
816,159,2024-10-28,26,Mobile,0
816,70,2024-10-28,8,Mobile,0
400,23,2024-10-28,19,Web,0
400,97,2024-10-28,13,Smart TV,0
400,109,2024-10-28,71,Web,0
400,196,2024-10-28,50,Web,0
210,59,2024-10-28,41,Smart TV,0
210,66,2024-10-28,96,Mobile,1
554,77,2024-10-28,44,Tablet,0
554,145,2024-10-28,64,Smart TV,0
554,88,2024-10-28,43,Web,0
554,63,2024-10-28,115,Mobile,1
824,118,2024-10-28,91,Mobile,0
406,24,2024-10-28,53,Mobile,0
406,6,2024-10-28,90,Mobile,0
406,139,2024-10-28,104,Tablet,1
406,147,2024-10-28,4,Smart TV,0
406,14,2024-10-28,37,Smart TV,0
496,108,2024-10-28,56,Smart TV,0
728,196,2024-10-28,109,Web,1
236,57,2024-10-28,70,Smart TV,0
236,182,2024-10-28,108,Web,1
236,90,2024-10-28,27,Tablet,0
236,9,2024-10-28,20,Mobile,0
523,183,2024-10-28,111,Tablet,1
615,44,2024-10-28,20,Web,0
849,190,2024-10-28,21,Web,0
849,94,2024-10-28,102,Smart TV,1
849,133,2024-10-28,27,Smart TV,0
488,89,2024-10-28,30,Smart TV,0
488,51,2024-10-28,58,Mobile,0
488,111,2024-10-28,113,Tablet,1
488,172,2024-10-28,29,Smart TV,0
271,29,2024-10-28,28,Web,0
271,43,2024-10-28,33,Mobile,0
271,79,2024-10-28,53,Tablet,0
565,182,2024-10-28,73,Smart TV,0
565,115,2024-10-28,29,Tablet,0
613,161,2024-10-28,56,Smart TV,0
415,57,2024-10-28,106,Tablet,1
415,62,2024-10-28,68,Smart TV,0
275,89,2024-10-28,16,Tablet,0
275,166,2024-10-28,10,Web,0
275,98,2024-10-28,5,Mobile,0
275,185,2024-10-28,113,Web,1
844,99,2024-10-28,63,Web,0
844,40,2024-10-28,103,Smart TV,1
680,128,2024-10-28,47,Web,0
57,102,2024-10-28,33,Mobile,0
57,84,2024-10-28,112,Mobile,1
57,103,2024-10-28,109,Web,1
57,158,2024-10-28,74,Smart TV,0
57,187,2024-10-28,49,Web,0
396,110,2024-10-28,85,Tablet,0
396,96,2024-10-28,72,Mobile,0
396,51,2024-10-28,114,Tablet,1
219,88,2024-10-28,32,Web,0
219,55,2024-10-28,5,Smart TV,0
219,128,2024-10-28,65,Web,0
234,84,2024-10-28,71,Web,0
234,75,2024-10-28,87,Web,0
234,18,2024-10-28,47,Smart TV,0
13,8,2024-10-28,8,Tablet,0
90,119,2024-10-28,69,Web,0
90,47,2024-10-28,80,Web,0
90,134,2024-10-28,31,Tablet,0
90,121,2024-10-28,38,Mobile,0
90,170,2024-10-28,45,Smart TV,0
478,115,2024-10-28,3,Smart TV,0
478,187,2024-10-28,111,Smart TV,1
472,102,2024-10-28,109,Tablet,1
472,6,2024-10-28,75,Mobile,0
472,56,2024-10-28,41,Smart TV,0
909,169,2024-10-28,40,Smart TV,0
909,137,2024-10-28,79,Tablet,0
909,176,2024-10-28,108,Tablet,1
909,177,2024-10-28,89,Smart TV,0
586,108,2024-10-28,100,Smart TV,1
586,187,2024-10-28,7,Mobile,0
586,184,2024-10-28,119,Smart TV,1
586,116,2024-10-28,17,Mobile,0
586,75,2024-10-28,26,Tablet,0
80,118,2024-10-28,102,Mobile,1
80,114,2024-10-28,46,Tablet,0
80,187,2024-10-28,100,Mobile,1
80,13,2024-10-28,61,Mobile,0
971,114,2024-10-28,114,Web,1
971,137,2024-10-28,49,Smart TV,0
971,97,2024-10-28,23,Tablet,0
971,189,2024-10-28,83,Web,0
959,56,2024-10-28,43,Smart TV,0
959,59,2024-10-28,113,Mobile,1
959,158,2024-10-28,116,Mobile,1
959,82,2024-10-28,83,Smart TV,0
959,31,2024-10-28,104,Web,1
802,109,2024-10-28,110,Mobile,1
802,130,2024-10-28,5,Tablet,0
802,1,2024-10-28,87,Tablet,0
802,168,2024-10-28,107,Smart TV,1
802,96,2024-10-28,10,Smart TV,0
446,23,2024-10-28,62,Tablet,0
830,146,2024-10-28,5,Tablet,0
830,15,2024-10-28,25,Tablet,0
830,165,2024-10-28,99,Mobile,1
830,63,2024-10-28,95,Smart TV,0
830,157,2024-10-28,80,Mobile,0
918,30,2024-10-28,110,Web,1
918,137,2024-10-28,79,Tablet,0
918,129,2024-10-28,107,Mobile,1
510,117,2024-10-28,26,Mobile,0
510,11,2024-10-28,7,Tablet,0
510,5,2024-10-28,48,Mobile,0
368,24,2024-10-28,33,Tablet,0
524,48,2024-10-28,6,Web,0
524,130,2024-10-28,75,Tablet,0
524,121,2024-10-28,66,Web,0
193,76,2024-10-28,77,Mobile,0
193,9,2024-10-28,88,Web,0
640,193,2024-10-28,86,Tablet,0
640,16,2024-10-28,38,Tablet,0
640,183,2024-10-28,36,Web,0
640,140,2024-10-28,68,Smart TV,0
54,70,2024-10-28,61,Tablet,0
985,41,2024-10-28,10,Smart TV,0
985,16,2024-10-28,92,Mobile,0
985,64,2024-10-28,56,Mobile,0
985,26,2024-10-28,22,Mobile,0
985,3,2024-10-28,15,Mobile,0
295,58,2024-10-28,92,Web,0
295,49,2024-10-28,39,Tablet,0
295,198,2024-10-28,28,Mobile,0
295,31,2024-10-28,64,Tablet,0
295,122,2024-10-28,104,Web,1
44,71,2024-10-28,37,Tablet,0
44,95,2024-10-28,10,Smart TV,0
44,132,2024-10-28,108,Web,1
44,192,2024-10-28,82,Tablet,0
